system,accuracy_all,accuracy_answerable,faithfulness,citation_any_correct,citation_precision,recall_at_5,full_recall_at_5,mrr_at_10,abstention_accuracy,false_answer_rate,over_abstention_rate,unsupported_answer_rate,latency_median_s,latency_p95_s,peak_vram_gb,retrieval_iterations_mean,model_calls_mean
agentic,0.19736842105263158,0.18571428571428572,0.7894736842105263,0.5142857142857142,0.6071428571428571,0.9285714285714286,0.8571428571428571,0.8166836734693877,0.3333333333333333,0.6666666666666666,0.2,0.0,0.0115,0.0249,,1.0526,0.8553
