system,accuracy_all,accuracy_answerable,faithfulness,citation_any_correct,citation_precision,recall_at_5,full_recall_at_5,mrr_at_10,abstention_accuracy,false_answer_rate,over_abstention_rate,unsupported_answer_rate,latency_median_s,latency_p95_s,peak_vram_gb,retrieval_iterations_mean,model_calls_mean
baseline_hybrid,0.19736842105263158,0.21428571428571427,0.9605263157894737,0.6571428571428571,0.6492537313432836,0.9285714285714286,0.8571428571428571,0.7969047619047619,0.0,1.0,0.04285714285714286,0.0,0.0017,0.003,,,
