system,accuracy_all,accuracy_answerable,faithfulness,citation_any_correct,citation_precision,recall_at_5,full_recall_at_5,mrr_at_10,abstention_accuracy,false_answer_rate,over_abstention_rate,unsupported_answer_rate,latency_median_s,latency_p95_s,peak_vram_gb,retrieval_iterations_mean,model_calls_mean
agentic,0.18421052631578946,0.18571428571428572,0.9078947368421053,0.6142857142857143,0.640625,0.9428571428571428,0.8571428571428571,0.8187301587301588,0.16666666666666666,0.8333333333333334,0.08571428571428572,0.0,0.0107,0.0296,,1.0,1.0395
