system,accuracy_all,accuracy_answerable,faithfulness,citation_any_correct,citation_precision,recall_at_5,full_recall_at_5,mrr_at_10,abstention_accuracy,false_answer_rate,over_abstention_rate,unsupported_answer_rate,latency_median_s,latency_p95_s,peak_vram_gb
baseline_hybrid,0.19736842105263158,0.2,0.9342105263157895,0.6714285714285714,0.6616161616161615,0.9428571428571428,0.8714285714285714,0.8272619047619048,0.16666666666666666,0.8333333333333334,0.05714285714285714,0.0,0.0026,0.0105,
