system,accuracy_all,accuracy_answerable,faithfulness,citation_any_correct,citation_precision,recall_at_5,full_recall_at_5,mrr_at_10,abstention_accuracy,false_answer_rate,over_abstention_rate,unsupported_answer_rate,latency_median_s,latency_p95_s,peak_vram_gb,retrieval_iterations_mean,model_calls_mean
agentic,0.21052631578947367,0.21428571428571427,0.868421052631579,0.6142857142857143,0.6475409836065574,0.9428571428571428,0.8571428571428571,0.8199206349206349,0.16666666666666666,0.8333333333333334,0.12857142857142856,0.0,0.0045,0.0105,,1.0,0.8684
